Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	row_id	Project.Request	Point.of.Contact.for.Submission	Email	Common.Name	Survey.Type
ARACHNIDIUM	R03577	110994	urn:lsid:marinespecies.org:taxname:110994	urn:lsid:marinespecies.org:taxname:110994	urn:lsid:marinespecies.org:taxname:110994	urn:lsid:marinespecies.org:taxname:110784	Arachnidium	Arachnidium	Arachnidiidae	NA	NA	Animalia	Bryozoa	Gymnolaemata	Ctenostomatida	Arachnidiidae	Arachnidium	NA	NA	NA	Genus	Hincks, 1859	accepted	2020-01-23	Bock, P. (2024). World List of Bryozoa. Arachnidium Hincks, 1859. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110994	NA	NA	NA	110994	110784	NA	NCBI:txid3078913	NA	R03577	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ARAIOFUSUS	R00876	955915	urn:lsid:marinespecies.org:taxname:955915	urn:lsid:marinespecies.org:taxname:955915	urn:lsid:marinespecies.org:taxname:955915	urn:lsid:marinespecies.org:taxname:411758	Araiofusus	Araiofusus	Fusininae	Callomon, P. & Snyder, M. A. (2017). A new genus and nine new species in the Fasciolariidae (Gastropoda: Buccinoidea) from southern California and western Mexico. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> 165(1): 55-80.	2017	Animalia	Mollusca	Gastropoda	Neogastropoda	Fasciolariidae	Araiofusus	NA	NA	NA	Genus	Callomon & M. A. Snyder, 2017	accepted	2022-09-04	MolluscaBase eds. (2024). MolluscaBase. Araiofusus Callomon & M. A. Snyder, 2017. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=955915	https://www.marinespecies.org/aphia.php?p=taxdetails&id=955915	NA	NA	NA	955915	411758	NA	NA	NA	R00876	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ARCTEOBIA	R00881	157213	urn:lsid:marinespecies.org:taxname:157213	urn:lsid:marinespecies.org:taxname:157213	urn:lsid:marinespecies.org:taxname:157213	urn:lsid:marinespecies.org:taxname:155091	Arcteobia	Arcteobia	Polynoinae	Annenkova, N. P. (1937). [Polychaete fauna of the northern part of the Japan Sea] (in Russian, with English translation of new species text only). <em>Issledovaniya fauny morei, Zoologicheskii Institut Akademii Nauk USSR Explorations des Mers de l'URSS.</em> 23: 139-216.	1937	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Arcteobia	NA	NA	NA	Genus	Annenkova, 1937	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Arcteobia Annenkova, 1937. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=157213	https://www.marinespecies.org/aphia.php?p=taxdetails&id=157213	NA	NA	NA	157213	155091	NA	NA	NA	R00881	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ARCTURELLINA	R03591	492197	urn:lsid:marinespecies.org:taxname:492197	urn:lsid:marinespecies.org:taxname:492197	urn:lsid:marinespecies.org:taxname:492197	urn:lsid:marinespecies.org:taxname:510701	Arcturellina	Arcturellina	Venericardiinae	Chavan, A. (1951). Dénominations supraspécifiques de mollusques modifiées ou nouvelles. <em>Compte-Rendu Sommaire des Séances, Société Géologique de France.</em> 12: 210-212.	1951	Animalia	Mollusca	Bivalvia	Carditida	Carditidae	Arcturellina	NA	NA	NA	Genus	Chavan, 1951	accepted	2023-11-13	MolluscaBase eds. (2024). MolluscaBase. Arcturellina Chavan, 1951. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=492197	https://www.marinespecies.org/aphia.php?p=taxdetails&id=492197	NA	NA	NA	492197	510701	NA	NA	NA	R03591	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ARGISSA	R03597	101476	urn:lsid:marinespecies.org:taxname:101476	urn:lsid:marinespecies.org:taxname:101476	urn:lsid:marinespecies.org:taxname:101476	urn:lsid:marinespecies.org:taxname:101369	Argissa	Argissa	Argissidae	Boeck, A. (1871). Crustacea amphipoda borealia et arctica. <em>Forhandlinger i Videnskabs-Selskabet i Christiania.</em> 1870: 83-280.	1871	Animalia	Arthropoda	Malacostraca	Amphipoda	Argissidae	Argissa	NA	NA	NA	Genus	Boeck, 1871	accepted	2022-05-19	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Argissa Boeck, 1871. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101476	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101476	NA	NA	NA	101476	101369	NA	NA	NA	R03597	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ARMANDIA	R00903	129410	urn:lsid:marinespecies.org:taxname:129410	urn:lsid:marinespecies.org:taxname:129410	urn:lsid:marinespecies.org:taxname:129410	urn:lsid:marinespecies.org:taxname:319812	Armandia	Armandia	Ophelininae	Filippi, F. de. (1861). <i>Armandia</i> nuovo genere di Annelidi nel Mediterraneo. <em>Archivio per la Zoologia, l'Anatomia e la Fisiologia, Genoa.</em> 1: 215-219, plate XIV fig. 7.	1861	Animalia	Annelida	Polychaeta	NA	Opheliidae	Armandia	NA	NA	NA	Genus	Filippi, 1861	accepted	2021-03-15	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Armandia Filippi, 1861. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129410	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129410	NA	NA	NA	129410	319812	NA	NA	NA	R00903	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ARUGA	R03635	237647	urn:lsid:marinespecies.org:taxname:237647	urn:lsid:marinespecies.org:taxname:237647	urn:lsid:marinespecies.org:taxname:237647	urn:lsid:marinespecies.org:taxname:177029	Aruga	Aruga	Lysianassinae	Holmes, S. J. (1908). The Amphipoda collected by the U.S. Bureau of Fisheries Steamer "Albatross" off the West Coast of North America, in 1903 and 1904, with descriptions of a new family and several new genera and species. <em>Proceedings of the United States National Museum.</em> 35(1654): 489-543; 46 figs.	1908	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae	Aruga	NA	NA	NA	Genus	Holmes, 1908	accepted	2021-09-03	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Aruga Holmes, 1908. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=237647	https://www.marinespecies.org/aphia.php?p=taxdetails&id=237647	NA	NA	NA	237647	177029	NA	NA	NA	R03635	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ASCIDIELLA	R03640	103484	urn:lsid:marinespecies.org:taxname:103484	urn:lsid:marinespecies.org:taxname:103484	urn:lsid:marinespecies.org:taxname:103484	urn:lsid:marinespecies.org:taxname:103443	Ascidiella	Ascidiella	Ascidiidae	Roule, L. (1884[1885]). Recherches sur les ascidies simples des côtes de Provence. 1 - Phallusiadées. <em>Annales du Musée d'histoire naturelle de Marseille.</em> 2: 7-270.	1884[1885]	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	NA	NA	NA	Genus	Roule, 1884	accepted	2007-12-05	Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ascidiella Roule, 1884. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103484	https://www.marinespecies.org/aphia.php?p=taxdetails&id=103484	NA	NA	NA	103484	103443	NA	NCBI:txid30274	NA	R03640	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ASTHENOTHAERUS	R03026	391101	urn:lsid:marinespecies.org:taxname:391101	urn:lsid:marinespecies.org:taxname:391101	urn:lsid:marinespecies.org:taxname:391101	urn:lsid:marinespecies.org:taxname:256	Asthenothaerus	Asthenothaerus	Thraciidae	Carpenter, P. P. (1864). Diagnoses of new forms of Mollusca collected at Cape St. Lucas, Lower California, by Mr. Xantus. <em>Annals and Magazine of Natural History.</em> ser. 3, 13: 311-315; 474-479.	1864	Animalia	Mollusca	Bivalvia	NA	Thraciidae	Asthenothaerus	NA	NA	NA	Genus	P. P. Carpenter, 1864	accepted	2022-08-23	MolluscaBase eds. (2024). MolluscaBase. Asthenothaerus P. P. Carpenter, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=391101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=391101	NA	NA	NA	391101	256	NA	NCBI:txid228488	NA	R03026	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ASYCHIS	R03684	146522	urn:lsid:marinespecies.org:taxname:146522	urn:lsid:marinespecies.org:taxname:146522	urn:lsid:marinespecies.org:taxname:146522	urn:lsid:marinespecies.org:taxname:154938	Asychis	Asychis	Maldaninae	Kinberg, J.G.H. (1866 [or 1867]). Annulata nova. [Continuatio.]. <em>Öfversigt af Königlich Vetenskapsakademiens förhandlingar, Stockholm.</em> 23(9): 337-357.	1866 [or 1867]	Animalia	Annelida	Polychaeta	NA	Maldanidae	Asychis	NA	NA	NA	Genus	Kinberg, 1867	accepted	2017-12-18	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Asychis Kinberg, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146522	https://www.marinespecies.org/aphia.php?p=taxdetails&id=146522	NA	NA	NA	146522	154938	NA	NA	NA	R03684	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
ATROPHIA	R08934	128670	urn:lsid:marinespecies.org:taxname:128670	urn:lsid:marinespecies.org:taxname:128670	urn:lsid:marinespecies.org:taxname:128670	urn:lsid:marinespecies.org:taxname:128578	Atrophia	Atrophia	Lubbockiidae	Huys, R. & R. Böttger-Schnack. (1997). On the diphyletic origin of the Oncaeidae Giesbrecht, 1892 (Copepoda: Poecilostomatoida) with a phylogenetic analysis of the Lubbockiidae fam. nov. Zoologischer Anzeiger 235:243-261. (1996/97)	1997	Animalia	Arthropoda	Copepoda	Cyclopoida	Lubbockiidae	Atrophia	NA	NA	NA	Genus	Huys & Böttger-Schnack, 1997	accepted	2024-04-10	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Atrophia Huys & Böttger-Schnack, 1997. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=128670	https://www.marinespecies.org/aphia.php?p=taxdetails&id=128670	NA	NA	NA	128670	128578	NA	NCBI:txid450129	NA	R08934	EcoFOCI Zooplankton	David Kimmel	david.kimmel@noaa.gov	NA	Encountered
AURELIA	R00023;R00622;R09678;R09798	135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:1393118	Aurelia	Aurelia	Aureliinae	Lamarck,  J.-B. M. de. (1816). Histoire naturelle des animaux sans vertèbres. Tome second. <em>Paris. Verdière.</em> Vol. 2 pp. 1-568.	1816	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	NA	NA	NA	Genus	Lamarck, 1816	accepted	2019-12-16	Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Aurelia Lamarck, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135263	https://www.marinespecies.org/aphia.php?p=taxdetails&id=135263	NA	NA	NA	135263	1393118	NA	NA	NA	R00023	ACCESS Jelly (observed)	Meredith Elliott	melliott@pointblue.org	NA	Encountered
AURELIA	R00023;R00622;R09678;R09798	135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:1393118	Aurelia	Aurelia	Aureliinae	Lamarck,  J.-B. M. de. (1816). Histoire naturelle des animaux sans vertèbres. Tome second. <em>Paris. Verdière.</em> Vol. 2 pp. 1-568.	1816	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	NA	NA	NA	Genus	Lamarck, 1816	accepted	2019-12-16	Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Aurelia Lamarck, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135263	https://www.marinespecies.org/aphia.php?p=taxdetails&id=135263	NA	NA	NA	135263	1393118	NA	NA	NA	R00622	ACCESS Zooplankton	Meredith Elliott	melliott@pointblue.org	NA	Encountered
AURELIA	R00023;R00622;R09678;R09798	135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:1393118	Aurelia	Aurelia	Aureliinae	Lamarck,  J.-B. M. de. (1816). Histoire naturelle des animaux sans vertèbres. Tome second. <em>Paris. Verdière.</em> Vol. 2 pp. 1-568.	1816	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	NA	NA	NA	Genus	Lamarck, 1816	accepted	2019-12-16	Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Aurelia Lamarck, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135263	https://www.marinespecies.org/aphia.php?p=taxdetails&id=135263	NA	NA	NA	135263	1393118	NA	NA	NA	R09678	RREAS, Coastal Pelagic Survey, Sakuma et al. 2056	Keith Sakuma	keith.sakuma@noaa.gov	NA	Encountered
AURELIA	R00023;R00622;R09678;R09798	135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:135263	urn:lsid:marinespecies.org:taxname:1393118	Aurelia	Aurelia	Aureliinae	Lamarck,  J.-B. M. de. (1816). Histoire naturelle des animaux sans vertèbres. Tome second. <em>Paris. Verdière.</em> Vol. 2 pp. 1-568.	1816	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	NA	NA	NA	Genus	Lamarck, 1816	accepted	2019-12-16	Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Aurelia Lamarck, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135263	https://www.marinespecies.org/aphia.php?p=taxdetails&id=135263	NA	NA	NA	135263	1393118	NA	NA	NA	R09798	RREAS, Coastal Pelagic Survey, Santora et al. 2051	Jarrod Santora	jarrod.santora@noaa.gov	NA	Encountered
AXINELLA	R13707	131774	urn:lsid:marinespecies.org:taxname:131774	urn:lsid:marinespecies.org:taxname:131774	urn:lsid:marinespecies.org:taxname:131774	urn:lsid:marinespecies.org:taxname:131629	Axinella	Axinella	Axinellidae	Schmidt, O. (1862). Die Spongien des adriatischen Meeres. (Wilhelm Engelmann: Leipzig): i-viii, 1-88, pls 1-7.	1862	Animalia	Porifera	Demospongiae	Axinellida	Axinellidae	Axinella	NA	NA	NA	Genus	Schmidt, 1862	accepted	2020-12-16	de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Axinella Schmidt, 1862. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131774	https://www.marinespecies.org/aphia.php?p=taxdetails&id=131774	NA	NA	NA	131774	131629	NA	NCBI:txid45118	NA	R13707	Channel Islands, Greater Farallones, Monterey Bay, Olympic Coast  Species Inventory	Steve Lonhart	steve.lonhart@noaa.gov	NA	Encountered
BELONECTES	R00961;R12079	118338	urn:lsid:marinespecies.org:taxname:118338	urn:lsid:marinespecies.org:taxname:118338	urn:lsid:marinespecies.org:taxname:118338	urn:lsid:marinespecies.org:taxname:325351	Belonectes	Belonectes	Eurycopinae	Wilson, G. D. F.; Hessler, R. (1981). A revision of the genus <i>Eurycope</i> (Isopoda, Asellota) with descriptions of three new genera. <em>Journal of Crustacean Biology.</em> 1(3): 401-423.	1981	Animalia	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Belonectes	NA	NA	NA	Genus	Wilson & Hessler, 1981	accepted	2023-05-13	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Belonectes Wilson & Hessler, 1981. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118338	https://www.marinespecies.org/aphia.php?p=taxdetails&id=118338	NA	NA	NA	118338	325351	NA	NCBI:txid2858667	NA	R00961	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
BELONECTES	R00961;R12079	118338	urn:lsid:marinespecies.org:taxname:118338	urn:lsid:marinespecies.org:taxname:118338	urn:lsid:marinespecies.org:taxname:118338	urn:lsid:marinespecies.org:taxname:325351	Belonectes	Belonectes	Eurycopinae	Wilson, G. D. F.; Hessler, R. (1981). A revision of the genus <i>Eurycope</i> (Isopoda, Asellota) with descriptions of three new genera. <em>Journal of Crustacean Biology.</em> 1(3): 401-423.	1981	Animalia	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Belonectes	NA	NA	NA	Genus	Wilson & Hessler, 1981	accepted	2023-05-13	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Belonectes Wilson & Hessler, 1981. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118338	https://www.marinespecies.org/aphia.php?p=taxdetails&id=118338	NA	NA	NA	118338	325351	NA	NCBI:txid2858667	NA	R12079	SCB Isopod 2023 List	Regina Wetzer	rwetzer@nhm.org	NA	Encountered
BEROE	R00304;R10645	1434803	urn:lsid:marinespecies.org:taxname:1434803	urn:lsid:marinespecies.org:taxname:1434803	urn:lsid:marinespecies.org:taxname:1434803	urn:lsid:marinespecies.org:taxname:106317	Beroe	Beroe	Beroidae	Müller, O.F. (1776). Zoologiae Danicae prodromus, seu Animalium Daniae et Norvegiae indigenarum: characteres, nomina, et synonyma imprimis popularium. <em>Typis Hallagerii, Havni, Copenhagen.</em> 282 pp.	1776	Animalia	Ctenophora	Nuda	Beroida	Beroidae	Beroe	NA	NA	NA	Genus	O.F. Müller, 1776	accepted	2023-11-23	Mills, C.E. Internet (1998-present). Phylum Ctenophora: list of all valid species names. Electronic internet document. Beroe O.F. Müller, 1776. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1434803	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1434803	NA	NA	NA	1434803	106317	NA	NCBI:txid37539	NA	R00304	ACCESS Zooplankton	Meredith Elliott	melliott@pointblue.org	NA	Encountered
BEROE	R00304;R10645	1434803	urn:lsid:marinespecies.org:taxname:1434803	urn:lsid:marinespecies.org:taxname:1434803	urn:lsid:marinespecies.org:taxname:1434803	urn:lsid:marinespecies.org:taxname:106317	Beroe	Beroe	Beroidae	Müller, O.F. (1776). Zoologiae Danicae prodromus, seu Animalium Daniae et Norvegiae indigenarum: characteres, nomina, et synonyma imprimis popularium. <em>Typis Hallagerii, Havni, Copenhagen.</em> 282 pp.	1776	Animalia	Ctenophora	Nuda	Beroida	Beroidae	Beroe	NA	NA	NA	Genus	O.F. Müller, 1776	accepted	2023-11-23	Mills, C.E. Internet (1998-present). Phylum Ctenophora: list of all valid species names. Electronic internet document. Beroe O.F. Müller, 1776. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1434803	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1434803	NA	NA	NA	1434803	106317	NA	NCBI:txid37539	NA	R10645	Keister Lab Salish Sea Zooplankton Species List	Julie Keister	julie.keister@noaa.gov	NA	Encountered
BOREOSIGNUM	R00983;R12086	411054	urn:lsid:marinespecies.org:taxname:411054	urn:lsid:marinespecies.org:taxname:411054	urn:lsid:marinespecies.org:taxname:411054	urn:lsid:marinespecies.org:taxname:118266	Boreosignum	Boreosignum	Paramunnidae	Just, J.; Wilson, G.D.F. (2007). Revision of <i>Austrosignum</i> Hodgson and <i>Munnogonium</i> George & Strömberg (Paramunnidae) with descriptions of eight new genera and two new species, (Crustacea: Isopoda: Asellota). <em>Zootaxa.</em> 1515: 1-29.	2007	Animalia	Arthropoda	Malacostraca	Isopoda	Paramunnidae	Boreosignum	NA	NA	NA	Genus	Just & Wilson, 2007	accepted	2023-03-22	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Boreosignum Just & Wilson, 2007. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=411054	https://www.marinespecies.org/aphia.php?p=taxdetails&id=411054	NA	NA	NA	411054	118266	NA	NA	NA	R00983	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
